customer_experience,NPS,date,primary_category
"Axon products are some of the best products on the market. Axon does well with cutting edge police products and in my opinion are considered an industry standard. That said I would like to rate a 9/10 but Axon falls down when it comes to follow thru and Sales Team Reps / Customer Service Reps. Everyone I / we deal with at Axon is professional and well intended however due to internal changes within your company we are constantly getting a new rep and each one of them tell you they are ""the rep we will deal with going forward"" however inevitably we continue to get new reps all the time.",8,8/29/2022,Customer Service
waiting months for order of mounts and other issues not resolved,2,8/29/2022,Sales
"Sales and onboarding went great. Very attentive to questions and helpful getting the program operational within the agency.

However, it is very difficult to get additional information.",5,8/29/2022,Others
Axon does not have the technology in place to support a large agency with varied database needs.,0,8/26/2022,Product
I feel everything works well and is user friendly.  Customer service is great.  I do wish log in was faster and the AXON Respond feature would show the Body cams as soon as they were activated and not a 30-60 second delay before they show up on the map.,8,8/26/2022,Product
"I was happy with my original person that sold my department the tasers. My original order asked for 3 right handed holsters and 1 left handed holster, but I received 4 right handed holsters. I did not try to fix that for quite some time, but when I did I had to pay for a left handed holster which I did not agree with. I needed one so I went ahead and did it and my new person did give me a discount. My body camera order has been a nightmare with a severe lack of communication and I would really like to cancel the order and look elsewhere for body cameras. I know my department is small and is not a big revenue stream, but I would like to at least be communicated with.",5,8/26/2022,Sales
"The Taser 7 cartridges need the probes redesigned or reinstate the old probe design, they have a tendency to bounce off the target.",7,8/22/2022,Product
Still have not gotten in touch with our Implementation Team,4,8/22/2022,Customer Service
Axon is not very easy to work with.,3,8/18/2022,Customer Service
"I have to open tickets for website issues at least once a month. Things work for a couple of weeks, then they don't. I'm told something is fixed and it doesn't change. Incredibly frustrating. The Taser is great, but trying to manage training records using Axon/Absorb is a nightmare.",4,8/11/2022,Customer Service
"Our agency has just completed full deployment of BWC and taser technologies.   

Unfortunately, we are still handling software limitations with account creations, E.com functionality limitations, multifactor account email issues, RMA  chain supply backlog,  USB-C cord issue (cables melting and smoking - officer safety issue) as well as the reporting process with Axon customer support being handled via email with eastern time zone limitations.  Several of these issues have been pending for several months with no resolution.",5,8/10/2022,Product
"Our agency has just completed full deployment of BWC and taser technologies.   

Unfortunately, we are still handling software limitations with account creations, E.com functionality limitations, multifactor account email issues, RMA  chain supply backlog,  USB-C cord issue (cables melting and smoking - officer safety issue) as well as the reporting process with Axon customer support being handled via email with eastern time zone limitations.  Several of these issues have been pending for several months with no resolution.",5,8/10/2022,Customer Service
"Good product, good quality, good interface.  Very reliable body cameras.  Fleet 2 is getting better but was/is still a pain with connection issues.",7,8/9/2022,Product
"Really like y'all's software - would have said 10, except that I've read a couple of articles about y'all arming drones which is very uncool.",8,8/8/2022,Others
